epoca,periodo,provincia,distrito_old,distrito,provincia_pcode,distrito_pcode,avisos,ocorrencia_,chuvas,ventos_fortes,descarga_atmosferica,data,pessoas_afectadas_,familias__afectadas_,pessoas_indirectamente_afectadas,familias_indirectamente_afectadas,feridos,obitos,obitos2,grupos_vulneraveis,casas_parcialmente_dest,casas_totalmente_destr,casas_inundadas,escolas_afectadas,salas_de_aulas_parcialmente_destruidas,salas_de_aulas_totalmente_destruidas,alunos_afectados,prof_afectados,casas_de_culto,unidades_sanitarias,hospital_parcialmente_destruidas,hospital_totalmente_destruidas,centro_de_saude_parcialmente_destruidas,postes_de_energia,rede_de_pesca,embarcacoes,posto_de_transformacao,posto_policial,pensoes_para_hospedagem,sistema_de_abastecimento_de_agua,area_afectada_ha,familias_afectadas,accoes_em_curso,observacoes
2017-2018,Novembro,Zambezia,Alto Molocue,Alto Molocue,MZ09,MZ0402,n/a,Chuvas e ventos fortes,1,TRUE,0,11/9/2017,60,12,n/a,n/a,n/a,n/a,n/a,n/a,12,n/a,n/a,n/a,7,n/a,n/a,n/a,1,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Novembro,Cabo_Delgado,Ancuabe,Ancuabe,MZ09,MZ0202,n/a,Chuvas e ventos fortes,1,TRUE,0,11/27/2017,215,44,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Janeiro,Cabo_Delgado,Ancuabe,Ancuabe,MZ09,MZ0202,n/a,Chuvas e ventos fortes,1,TRUE,0,1/19/2018,545,109,n/a,n/a,n/a,n/a,n/a,n/a,38,71,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Janeiro,Nampula,Angoche,Angoche,MZ09,MZ0302,n/a,Chuvas e ventos fortes,1,TRUE,0,1/18/2018,980,196,n/a,n/a,n/a,n/a,n/a,n/a,49,147,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2018-2019,Marco,Tete,Angonia,Angonia,MZ05,MZ0502,n/a,Depressao tropical,0,FALSE,0,3/6/2019,7295,1459,n/a,n/a,n/a,2,2,n/a,n/a,1459,n/a,18,51,n/a,5383,n/a,11,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,70,127,n/a,n/a
2016-2017,n/a,Cabo_Delgado,Balama,Balama,MZ02,MZ0203,n/a,Chuvas e ventos fortes,1,TRUE,0,3/1/2017,5,1,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Janeiro,Cabo_Delgado,Balama,Balama,MZ09,MZ0203,n/a,Chuvas e ventos fortes,1,TRUE,0,1/25/2018,1248,252,n/a,n/a,n/a,n/a,n/a,n/a,245,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Janeiro,Manica,Barue,Barue,MZ09,MZ0602,n/a,Ventos fortes,0,TRUE,0,1/3/2018,120,24,n/a,n/a,1,n/a,n/a,n/a,23,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2018-2019,Marco,Manica,Barue,Barue,n/a,n/a,n/a,Ciclone,n/a,n/a,n/a,3/15/2019,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16,10,38,2320,32,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Gaza,Bilene,Bilene,MZ09,MZ0902,n/a,Chuvas e ventos fortes,1,TRUE,0,10/24/2016,300,60,n/a,n/a,0,n/a,n/a,n/a,60,0,n/a,n/a,16,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Gaza,Bilene,Bilene,MZ09,MZ0902,062/INAM-DAPT/999/2016,Chuvas e ventos fortes,1,TRUE,0,12/24/2016,40,8,n/a,n/a,n/a,n/a,n/a,n/a,8,n/a,n/a,1,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Gaza,Bilene,Bilene,MZ09,MZ0902,n/a,Ciclone,0,FALSE,0,2/16/2017,130,26,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,2,n/a,288,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Maputo,Boane,Boane,MZ10,MZ1002,n/a,Chuvas e ventos fortes,1,TRUE,0,12/9/2016,590,118,n/a,n/a,4,n/a,n/a,n/a,110,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Maputo,Boane,Boane,MZ10,MZ1002,n/a,Chuvas fortes,1,FALSE,0,12/28/2016,100,20,n/a,n/a,n/a,n/a,n/a,n/a,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Maputo,Boane,Boane,MZ10,MZ1002,n/a,Descarga atmosferica,0,FALSE,1,1/25/2017,5,1,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Maputo,Boane,Boane,MZ10,MZ1002,n/a,Chuvas e ventos fortes,1,TRUE,0,1/25/2017,60,12,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Novembro,Maputo,Boane,Boane,MZ09,MZ1002,n/a,Chuvas e ventos fortes,1,TRUE,0,11/15/2017,125,25,n/a,n/a,n/a,n/a,n/a,n/a,25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Janeiro,Maputo,Boane,Boane,MZ09,MZ1002,006/INAM-DAPT/999/2018,Chuvas e ventos fortes,1,TRUE,0,1/8/2018,10,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Sofala,Buzi,Buzi,MZ07,MZ0702,n/a,Chuvas fortes,1,FALSE,0,1/17/2017,25,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2018-2019,Marco,Sofala,Buzi,Buzi,n/a,n/a,n/a,Ciclone,n/a,n/a,n/a,3/16/2019,154332,30867,n/a,n/a,n/a,n/a,108,n/a,n/a,n/a,13600,13,73,n/a,20943,428,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,58337,29632,n/a,n/a
2016-2017,n/a,Tete,Cahora Bassa,Cahora Bassa,MZ05,MZ0503,n/a,Chuvas e ventos fortes,1,TRUE,0,1/4/2017,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Tete,Cahora Bassa,Cahora Bassa,MZ05,MZ0503,n/a,Chuvas e ventos fortes,1,TRUE,0,1/23/2017,10,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Sofala,Caia,Caia,MZ07,MZ0703,n/a,Ventos fortes,0,TRUE,0,11/6/2016,2890,578,n/a,n/a,45,n/a,n/a,n/a,185,393,n/a,n/a,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Dezembro,Sofala,Caia,Caia,MZ09,MZ0703,n/a,Chuvas fortes,1,FALSE,0,12/26/2017,105,21,n/a,n/a,n/a,2,n/a,n/a,17,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2018-2019,Marco,Sofala,Caia,Caia,n/a,n/a,n/a,Ciclone,n/a,n/a,n/a,3/15/2019,12040,2408,n/a,n/a,n/a,n/a,n/a,n/a,n/a,169,89,n/a,n/a,n/a,2431,46,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,25251,22255,n/a,n/a
2016-2017,n/a,Tete,Changara,Changara,MZ05,MZ0504,n/a,Chuvas e ventos fortes,1,TRUE,0,1/12/2017,30,6,n/a,n/a,n/a,n/a,n/a,n/a,6,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2018-2019,Marco,Tete,Changara,Changara,MZ05,MZ0504,n/a,Depressao tropical,0,FALSE,0,3/8/2019,640,128,n/a,n/a,n/a,n/a,n/a,n/a,128,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,63,251,n/a,n/a
2016-2017,n/a,Sofala,Chemba,Chemba,MZ07,MZ0704,n/a,Chuvas fortes,1,FALSE,0,12/17/2016,5,1,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Dezembro,Sofala,Chemba,Chemba,MZ09,MZ0704,n/a,Chuvas acompanhadas de Trovoadas,1,FALSE,0,12/14/2017,10,2,n/a,n/a,2,3,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Dezembro,Sofala,Chemba,Chemba,MZ09,MZ0704,n/a,Chuvas acompanhadas de Trovoadas,1,FALSE,0,12/26/2017,n/a,n/a,n/a,n/a,n/a,3,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2018-2019,Marco,Sofala,Chemba,Chemba,n/a,n/a,n/a,Ciclone,n/a,n/a,n/a,3/16/2019,330,66,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2377,46,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3142,954,n/a,n/a
2018-2019,Marco,Sofala,Cheringoma,Cheringoma,n/a,n/a,n/a,Ciclone,n/a,n/a,n/a,3/14/2019,7060,1412,n/a,n/a,n/a,n/a,n/a,n/a,1221,191,39,5,n/a,n/a,352,8,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2439,4315,n/a,n/a
2018-2019,Marco,Sofala,Chibabava,Chibabava,n/a,n/a,n/a,Ciclone,n/a,n/a,n/a,3/15/2019,3975,791,n/a,n/a,n/a,n/a,n/a,n/a,59,632,n/a,20,10,32,6927,142,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3604,20102,n/a,n/a
2016-2017,n/a,Gaza,Chibuto,Chibuto,MZ09,MZ0903,n/a,Chuvas e ventos fortes,1,TRUE,0,10/24/2016,0,0,n/a,n/a,0,n/a,n/a,n/a,0,0,n/a,n/a,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Gaza,Chibuto,Chibuto,MZ09,MZ0903,062/INAM-DAPT/999/2016,Chuvas e ventos fortes,1,TRUE,0,12/24/2016,125,25,n/a,n/a,n/a,n/a,n/a,n/a,18,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Gaza,Chibuto,Chibuto,MZ09,MZ0903,n/a,Ciclone,0,FALSE,0,2/16/2017,35,7,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Gaza,Chibuto,Chibuto,MZ09,MZ0903,n/a,Inundades,0,FALSE,0,3/3/2017,1542,308,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11,n/a,n/a,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Novembro,Gaza,Chibuto,Chibuto,MZ09,MZ0903,n/a,n/a,0,FALSE,0,11/15/2017,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,133,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Janeiro,Gaza,Chibuto,Chibuto,MZ09,MZ0903,n/a,Chuvas e ventos fortes,1,TRUE,0,1/2/2018,1650,330,n/a,n/a,n/a,n/a,n/a,n/a,329,1,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Gaza,Chicualacuala,Chicualacuala,MZ09,MZ0904,n/a,Chuvas e ventos fortes,1,TRUE,0,10/24/2016,0,0,n/a,n/a,0,n/a,n/a,n/a,3,0,n/a,n/a,2,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Gaza,Chicualacuala,Chicualacuala,MZ09,MZ0904,n/a,Ciclone,0,FALSE,0,2/16/2017,405,96,n/a,n/a,n/a,n/a,n/a,n/a,82,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Outubro,Gaza,Chicualacuala,Chicualacuala,MZ09,MZ0904,n/a,Ventos fortes,0,TRUE,0,10/8/2017,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Novembro,Gaza,Chicualacuala,Chicualacuala,MZ09,MZ0904,n/a,Descarga atmosferica,0,FALSE,1,11/15/2017,5,1,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2018-2019,Marco,Tete,Chifunde,Chifunde,MZ05,MZ0505,n/a,Depressao tropical,0,FALSE,0,3/6/2019,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,361,96,n/a,n/a
2016-2017,n/a,Gaza,Chigubo,Chigubo,MZ09,MZ0905,n/a,Ciclone,0,FALSE,0,2/16/2017,535,107,n/a,n/a,n/a,n/a,n/a,n/a,107,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Outubro,Gaza,Chigubo,Chigubo,MZ09,MZ0905,n/a,Chuvas e ventos fortes,1,TRUE,0,10/8/2017,380,76,n/a,n/a,n/a,n/a,n/a,n/a,76,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Janeiro,Gaza,Chigubo,Chigubo,MZ09,MZ0905,n/a,Chuvas e ventos fortes,1,TRUE,0,1/2/2018,n/a,n/a,300,60,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,60,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Niassa,Chimbunila,Chimbonila,MZ01,MZ0102,n/a,Chuvas e ventos fortes,1,TRUE,0,12/22/2016,555,111,n/a,n/a,2,n/a,n/a,n/a,n/a,111,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Niassa,Chimbunila,Chimbonila,MZ01,MZ0102,n/a,Descarga atmosferica,0,FALSE,1,12/31/2016,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Janeiro,Niassa,Chimbunila,Chimbonila,MZ09,MZ0102,n/a,Chuvas e ventos fortes,1,TRUE,0,1/17/2018,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2018-2019,Marco,Zambezia,Chinde,Chinde,n/a,n/a,n/a,Ciclone,n/a,n/a,n/a,3/14/2019,6035,1207,n/a,n/a,1,n/a,1,n/a,838,369,84,3,27,15,7431,52,4,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,64,n/a,n/a,n/a
2018-2019,Marco,Zambezia,Chinde,Chinde,MZ04,MZ0403,n/a,Depressao tropical,0,FALSE,0,3/6/2019,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Janeiro,Cabo_Delgado,Chiure,Chiure,MZ09,MZ0204,n/a,Chuvas e ventos fortes,1,TRUE,0,1/16/2018,1092,184,n/a,n/a,n/a,n/a,n/a,n/a,85,34,59,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2018-2019,Marco,Tete,Chiuta,Chiuta,n/a,n/a,n/a,Ciclone,n/a,n/a,n/a,3/15/2019,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,884,700,n/a,n/a
2016-2017,n/a,Gaza,Chokwe,Chokwe,MZ09,MZ0906,n/a,Chuvas e ventos fortes,1,TRUE,0,10/24/2016,0,16,n/a,n/a,0,n/a,n/a,n/a,118,56,n/a,n/a,3,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Gaza,Chokwe,Chokwe,MZ09,MZ0906,062/INAM-DAPT/999/2016,Chuvas e ventos fortes,1,TRUE,0,12/24/2016,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2016-2017,n/a,Gaza,Chokwe,Chokwe,MZ09,MZ0906,n/a,Inundades,0,FALSE,0,3/2/2017,3015,603,n/a,n/a,n/a,n/a,n/a,n/a,7,1,634,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Outubro,Gaza,Chokwe,Chokwe,MZ09,MZ0906,n/a,Chuvas e ventos fortes,1,TRUE,0,10/8/2017,1530,306,n/a,n/a,n/a,n/a,n/a,n/a,306,n/a,n/a,2,3,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Novembro,Gaza,Chokwe,Chokwe,MZ09,MZ0906,n/a,Ventos fortes,0,TRUE,0,11/15/2017,10,2,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2017-2018,Janeiro,Gaza,Chokwe,Chokwe,MZ09,MZ0906,n/a,Chuvas e ventos fortes,1,TRUE,0,1/2/2018,575,115,n/a,n/a,n/a,3,n/a,n/a,115,n/a,n/a,1,1,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
